	12	Brevard County Department of Housing and Human Services			+13216331951	Low-Income Home Energy Assistance Program (LIHEAP)	electric_bill, gas_bill, reconnect_fee, utility_deposit	1	42	658,447	Brevard	32754 32780 32781 32783 32796 32901 32902 32903 32904 32905 32906 32907 32908 32909 32910 32911 32912 32920 32922 32923 32924 32925 32926 32927 32931 32932 32934 32935 32936 32937 32940 32941 32949 32950 32951 32952 32953 32954 32955 32956 32959 32976	FloridaCommerce LIHEAP provider list	brevard-county-department-of-housing-and-human-services-liheap	
	13	Broward County Department of Human Services, Community Action Agency			+19543575025	Low-Income Home Energy Assistance Program (LIHEAP)	electric_bill, gas_bill, reconnect_fee, utility_deposit	1	81	2,037,472	Broward	33004 33008 33009 33019 33020 33021 33022 33023 33024 33025 33026 33027 33028 33029 33060 33061 33062 33063 33064 33065 33066 33067 33068 33069 33071 33073 33074 33075 33076 33077 33081 33082 33083 33084 33093 33097 33301 33302 33303 33304 33305 33306 33307 33308 33309 33310 33311 33312 33313 33314 33315 33316 33317 33318 33319 33320 33321 33322 33323 33324 33325 33326 33327 33328 33329 33330 33331 33332 33334 33335 33338 33339 33345 33346 33348 33351 33355 33359 33441 33442 33443	FloridaCommerce LIHEAP provider list	broward-county-department-of-human-services-community-action-agency-liheap	
	14	Brunswick County Department of Social Services	Bolivia		+19102532077	Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	14	167,112	Brunswick	28420 28422 28451 28452 28456 28459 28461 28462 28465 28467 28468 28469 28470 28479	NCDHHS Local DSS Directory	brunswick-county-department-of-social-services-energy	brunswick-county-department-of-social-services-emergency
	15	Buncombe County Department of Social Services			+18282505500	Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	24	279,210	Buncombe	28701 28704 28709 28711 28715 28728 28730 28732 28748 28753 28757 28776 28778 28787 28801 28802 28803 28804 28805 28806 28813 28814 28815 28816	NCDHHS Local DSS Directory	buncombe-county-department-of-social-services-energy	buncombe-county-department-of-social-services-emergency
	16	Burke County Department of Social Services	Morganton		+18287649600	Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	11	88,545	Burke	28601 28602 28612 28619 28637 28655 28657 28666 28680 28690 28761	NCDHHS Local DSS Directory	burke-county-department-of-social-services-energy	burke-county-department-of-social-services-emergency
	17	Cabarrus County Department of Social Services	Kannapolis		+17049201400	Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	13	244,925	Cabarrus	28025 28026 28027 28036 28071 28075 28081 28082 28083 28097 28107 28124 28138	NCDHHS Local DSS Directory	cabarrus-county-department-of-social-services-energy	cabarrus-county-department-of-social-services-emergency
	18	Caldwell County Department of Social Services				Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	9	52,430	Caldwell	78616 78632 78644 78648 78655 78656 78661 78662 78953	NCDHHS Local DSS Directory	caldwell-county-department-of-social-services-energy	caldwell-county-department-of-social-services-emergency
	19	Camden County Department of Social Services	Camden		+12523314787	Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	4	11,184	Camden	27921 27973 27974 27976	NCDHHS Local DSS Directory	camden-county-department-of-social-services-energy	camden-county-department-of-social-services-emergency
	20	Capital Area Community Action Agency			+18509202511	Low-Income Home Energy Assistance Program (LIHEAP)	electric_bill, gas_bill, reconnect_fee, utility_deposit	1	4	37,115	Wakulla	32326 32327 32346 32358	FloridaCommerce LIHEAP provider list	capital-area-community-action-agency-liheap	
	21	Capital Area Community Action Agency, Inc.			+18507590824	Low-Income Home Energy Assistance Program (LIHEAP)	electric_bill, gas_bill, reconnect_fee, utility_deposit	7	59	476,569	Calhoun; Franklin; Gadsden; Gulf; Jefferson; Leon; Liberty	32324 32332 32333 32343 32351 32352 32456 32465 75457 75478 75480 75481 75487 75494 75831 75833 75846 75850 75852 75855 77327 77328 77372 77533 77535 77538 77564 77575 77613 77619 77622 77627 77629 77640 77641 77642 77643 77651 77655 77665 77701 77702 77703 77704 77705 77706 77707 77708 77713 77720 77725 77726 77865 77871 77978 77979 77982 77983 77990	FloridaCommerce LIHEAP provider list	capital-area-community-action-agency-inc-liheap	
	22	Carteret County Department of Social Services	Beaufort		+12527283181	Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	17	70,259	Carteret	28511 28512 28516 28520 28524 28528 28531 28553 28557 28570 28575 28577 28579 28581 28582 28584 28594	NCDHHS Local DSS Directory	carteret-county-department-of-social-services-energy	carteret-county-department-of-social-services-emergency
	23	Caswell County Department of Social Services	Yanceyville		+13366944141	Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	10	22,363	Caswell	27212 27244 27291 27305 27311 27314 27315 27326 27343 27379	NCDHHS Local DSS Directory	caswell-county-department-of-social-services-energy	caswell-county-department-of-social-services-emergency
	24	Catawba County Department of Social Services	Hickory		+18286955600	Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	12	167,054	Catawba	28037 28168 28601 28602 28603 28609 28610 28613 28650 28658 28673 28682	NCDHHS Local DSS Directory	catawba-county-department-of-social-services-energy	catawba-county-department-of-social-services-emergency
	25	Central Florida Community Action Agency, Inc.			+13523737667	Low-Income Home Energy Assistance Program (LIHEAP)	electric_bill, gas_bill, reconnect_fee, utility_deposit	3	43	349,251	Alachua; Levy; Marion	32601 32603 32604 32605 32606 32607 32608 32609 32610 32614 32615 32616 32618 32621 32622 32625 32626 32627 32631 32635 32640 32641 32643 32644 32653 32655 32658 32666 32667 32668 32669 32693 32694 32696 34431 34449 34498 75555 75564 75630 75657 75668 75683	FloridaCommerce LIHEAP provider list	central-florida-community-action-agency-inc-liheap	
	26	Charlotte County Department of Human Services			+19418336500	Low-Income Home Energy Assistance Program (LIHEAP)	electric_bill, gas_bill, reconnect_fee, utility_deposit	1	17	212,122	Charlotte	33938 33946 33947 33948 33949 33950 33951 33952 33953 33954 33955 33980 33981 33982 33983 34223 34224	FloridaCommerce LIHEAP provider list	charlotte-county-department-of-human-services-liheap	
	27	Chatham County Department of Social Services	Pittsboro		+19195422759	Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	13	83,874	Chatham	27207 27208 27252 27312 27344 27349 27355 27516 27517 27519 27523 27559 27562	NCDHHS Local DSS Directory	chatham-county-department-of-social-services-energy	chatham-county-department-of-social-services-emergency
	28	Cherokee County Department of Social Services	Murphy		+18288377455	Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	9	53,223	Cherokee	75757 75759 75764 75766 75784 75785 75789 75925 75976	NCDHHS Local DSS Directory	cherokee-county-department-of-social-services-energy	cherokee-county-department-of-social-services-emergency
	29	Chowan County Department of Social Services	Edenton		+12524827441	Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	4	13,891	Chowan	27919 27932 27946 27980	NCDHHS Local DSS Directory	chowan-county-department-of-social-services-energy	chowan-county-department-of-social-services-emergency
	30	Citrus County Division of Housing Services			+13525277520	Low-Income Home Energy Assistance Program (LIHEAP)	electric_bill, gas_bill, reconnect_fee, utility_deposit	1	22	170,174	Citrus	34423 34428 34429 34433 34434 34436 34441 34442 34445 34446 34447 34448 34449 34450 34451 34452 34453 34460 34461 34464 34465 34487	FloridaCommerce LIHEAP provider list	citrus-county-division-of-housing-services-liheap	
	31	Clay County Department of Social Services	Hayesville		+18283896301	Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	8	10,730	Clay	76228 76261 76305 76310 76357 76365 76377 76389	NCDHHS Local DSS Directory	clay-county-department-of-social-services-energy	clay-county-department-of-social-services-emergency
	32	Cleveland County Department of Social Services	Shelby		+17044870661	Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	12	102,194	Cleveland	28017 28020 28021 28073 28086 28090 28114 28136 28150 28151 28152 28169	NCDHHS Local DSS Directory	cleveland-county-department-of-social-services-energy	cleveland-county-department-of-social-services-emergency
	33	Columbus County Department of Social Services	Whiteville		+19106422800	Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	14	50,054	Columbus	28423 28430 28431 28432 28433 28436 28438 28439 28442 28450 28455 28456 28463 28472	NCDHHS Local DSS Directory	columbus-county-department-of-social-services-energy	columbus-county-department-of-social-services-emergency
	34	Community Action Program Committee, Inc.			+18506072088	Low-Income Home Energy Assistance Program (LIHEAP)	electric_bill, gas_bill, reconnect_fee, utility_deposit	1	23	331,275	Escambia	32501 32502 32503 32504 32505 32506 32507 32508 32513 32514 32516 32522 32523 32524 32526 32533 32534 32535 32560 32561 32568 32577 32591	FloridaCommerce LIHEAP provider list	community-action-program-committee-inc-liheap	
	35	Craven County Department of Social Services	New Bern		+12526364900	Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	13	104,167	Craven	28519 28523 28526 28527 28530 28532 28560 28561 28562 28563 28564 28573 28586	NCDHHS Local DSS Directory	craven-county-department-of-social-services-energy	craven-county-department-of-social-services-emergency
	36	Cumberland County Department of Social Services	Fayetteville		+19103231540	Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	22	338,430	Cumberland	28301 28302 28303 28304 28305 28306 28307 28308 28309 28311 28312 28314 28318 28331 28344 28348 28356 28371 28382 28390 28391 28395	NCDHHS Local DSS Directory	cumberland-county-department-of-social-services-energy	cumberland-county-department-of-social-services-emergency
	37	Currituck County Department of Social Services	Currituck		+12522323083	Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	15	32,278	Currituck	27916 27917 27923 27927 27929 27939 27941 27947 27950 27956 27958 27964 27965 27966 27973	NCDHHS Local DSS Directory	currituck-county-department-of-social-services-energy	currituck-county-department-of-social-services-emergency
	38	Dare County Department of Social Services	Manteo		+12524755500	Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	8	38,183	Dare	27915 27948 27949 27953 27954 27959 27978 27981	NCDHHS Local DSS Directory	dare-county-department-of-social-services-energy	dare-county-department-of-social-services-emergency
	39	Davidson County Department of Social Services	Lexington		+13362422500	Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	12	177,809	Davidson	27012 27107 27127 27239 27262 27265 27292 27293 27295 27299 27351 27360	NCDHHS Local DSS Directory	davidson-county-department-of-social-services-energy	davidson-county-department-of-social-services-emergency
	40	Davie County Department of Social Services	Mocksville		+13367536250	Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	3	45,383	Davie	27006 27028 28634	NCDHHS Local DSS Directory	davie-county-department-of-social-services-energy	davie-county-department-of-social-services-emergency
	41	Desoto County Board of Commissioners			+18639934858	Low-Income Home Energy Assistance Program (LIHEAP)	electric_bill, gas_bill, reconnect_fee, utility_deposit	1	2	36,744	DeSoto	34266 34269	FloridaCommerce LIHEAP provider list	desoto-county-board-of-commissioners-liheap	
	42	Duplin County Department of Social Services	Kenansville		+19102962200	Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	14	50,539	Duplin	28341 28349 28365 28398 28453 28458 28464 28466 28508 28518 28521 28525 28572 28578	NCDHHS Local DSS Directory	duplin-county-department-of-social-services-energy	duplin-county-department-of-social-services-emergency
	43	Durham County Department of Social Services	Durham		+19195608000	Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	16	343,628	Durham	27503 27517 27560 27572 27701 27702 27703 27704 27705 27707 27709 27712 27713 27715 27717 27722	NCDHHS Local DSS Directory	durham-county-department-of-social-services-energy	durham-county-department-of-social-services-emergency
	44	Economic Opportunities Council of Indian River County, Inc.			+17725624177	Low-Income Home Energy Assistance Program (LIHEAP)	electric_bill, gas_bill, reconnect_fee, utility_deposit	2	19	214,508	Indian River; Okeechobee	32948 32957 32958 32960 32961 32962 32963 32964 32965 32966 32967 32968 32969 32970 32971 32978 34972 34973 34974	FloridaCommerce LIHEAP provider list	economic-opportunities-council-of-indian-river-county-inc-liheap	
	45	Edgecombe County Department of Social Services	Tarboro		+12526417611	Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	11	49,124	Edgecombe	27801 27802 27803 27809 27812 27829 27843 27852 27864 27886 27891	NCDHHS Local DSS Directory	edgecombe-county-department-of-social-services-energy	edgecombe-county-department-of-social-services-emergency
	46	FloridaCommerce (state administers LIHEAP directly)			+18507178450	Low-Income Home Energy Assistance Program (LIHEAP)	electric_bill, gas_bill, reconnect_fee, utility_deposit	1	26	494,605	Seminole	32701 32703 32707 32708 32714 32715 32716 32718 32719 32730 32732 32746 32747 32750 32751 32752 32762 32765 32766 32771 32772 32773 32779 32791 32792 32795	FloridaCommerce LIHEAP provider list	floridacommerce-state-administers-liheap-directly-liheap	
	47	Forsyth County Department of Social Services	Winston-Salem		+13367033800	Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	28	398,143	Forsyth	27009 27010 27012 27019 27023 27040 27045 27050 27051 27052 27101 27102 27103 27104 27105 27106 27107 27109 27113 27114 27115 27116 27117 27120 27127 27130 27284 27285	NCDHHS Local DSS Directory	forsyth-county-department-of-social-services-energy	forsyth-county-department-of-social-services-emergency
	48	Franklin County Department of Social Services	Louisburg		+19194965721	Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	6	10,912	Franklin	75457 75478 75480 75481 75487 75494	NCDHHS Local DSS Directory	franklin-county-department-of-social-services-energy	franklin-county-department-of-social-services-emergency
	49	Gaston County Department of Social Services	Gastonia		+17048627500	Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	19	242,010	Gaston	28006 28012 28016 28021 28032 28033 28034 28052 28053 28054 28055 28056 28077 28086 28092 28098 28101 28120 28164	NCDHHS Local DSS Directory	gaston-county-department-of-social-services-energy	gaston-county-department-of-social-services-emergency
	50	Gates County Department of Social Services	Gatesville		+12523570075	Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	7	10,299	Gates	27926 27935 27937 27938 27946 27969 27979	NCDHHS Local DSS Directory	gates-county-department-of-social-services-energy	gates-county-department-of-social-services-emergency
	51	Graham County Department of Social Services	Robbinsville		+18284797911	Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	3	8,179	Graham	28702 28733 28771	NCDHHS Local DSS Directory	graham-county-department-of-social-services-energy	graham-county-department-of-social-services-emergency
	52	Granville County Department of Social Services			+19196931511	Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	8	61,544	Granville	27507 27509 27522 27525 27544 27565 27572 27581	NCDHHS Local DSS Directory	granville-county-department-of-social-services-energy	granville-county-department-of-social-services-emergency
	53	Greene County Department of Social Services	Snow Hill		+12527475932	Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	7	20,671	Greene	27828 27883 27888 28513 28538 28551 28580	NCDHHS Local DSS Directory	greene-county-department-of-social-services-energy	greene-county-department-of-social-services-emergency
	54	Guilford County Department of Social Services	Greensboro		+13366413000	Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	40	558,816	Guilford	27214 27233 27235 27249 27260 27261 27262 27263 27264 27265 27282 27283 27284 27298 27301 27310 27313 27357 27358 27377 27401 27402 27403 27404 27405 27406 27407 27408 27409 27410 27415 27416 27417 27419 27420 27425 27429 27435 27438 27455	NCDHHS Local DSS Directory	guilford-county-department-of-social-services-energy	guilford-county-department-of-social-services-emergency
	55	Halifax County Department of Social Services	Halifax		+12525362511	Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	8	46,992	Halifax	27823 27839 27843 27844 27850 27870 27874 27890	NCDHHS Local DSS Directory	halifax-county-department-of-social-services-energy	halifax-county-department-of-social-services-emergency
	56	Harnett County Department of Social Services	Lillington		+19108937500	Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	13	146,096	Harnett	27332 27501 27505 27521 27526 27546 28323 28326 28334 28339 28356 28368 28390	NCDHHS Local DSS Directory	harnett-county-department-of-social-services-energy	harnett-county-department-of-social-services-emergency
	57	Haywood County Department of Social Services	Clyde		+18284526620	Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	7	63,048	Haywood	28716 28721 28738 28745 28751 28785 28786	NCDHHS Local DSS Directory	haywood-county-department-of-social-services-energy	haywood-county-department-of-social-services-emergency
	58	Henderson County Department of Social Services			+18286975500	Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	13	87,467	Henderson	75124 75143 75147 75148 75156 75163 75751 75752 75756 75758 75763 75770 75778	NCDHHS Local DSS Directory	henderson-county-department-of-social-services-energy	henderson-county-department-of-social-services-emergency
	59	Hertford County Department of Social Services	Winton		+12523587830	Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	8	19,169	Hertford	27805 27818 27855 27897 27910 27922 27942 27986	NCDHHS Local DSS Directory	hertford-county-department-of-social-services-energy	hertford-county-department-of-social-services-emergency
	60	Hillsborough County Social Services Department			+18132725220	Low-Income Home Energy Assistance Program (LIHEAP)	electric_bill, gas_bill, reconnect_fee, utility_deposit	1	81	1,581,426	Hillsborough	33508 33509 33510 33511 33527 33530 33534 33547 33548 33549 33550 33556 33558 33559 33563 33564 33565 33566 33567 33568 33569 33570 33571 33572 33573 33575 33578 33579 33583 33584 33587 33592 33594 33595 33596 33598 33601 33602 33603 33604 33605 33606 33607 33609 33610 33611 33612 33613 33614 33615 33616 33617 33618 33619 33621 33622 33623 33624 33625 33626 33629 33634 33635 33637 33646 33647 33672 33673 33674 33675 33677 33679 33680 33681 33682 33684 33685 33687 33688 33689 33694	FloridaCommerce LIHEAP provider list	hillsborough-county-social-services-department-liheap	
	61	Hoke County Department of Social Services	Raeford		+19108758725	Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	5	55,382	Hoke	28315 28357 28376 28377 28386	NCDHHS Local DSS Directory	hoke-county-department-of-social-services-energy	hoke-county-department-of-social-services-emergency
	62	Hyde County Department of Social Services	Engelhard		+12529264199	Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	6	4,583	Hyde	27810 27824 27826 27860 27875 27885	NCDHHS Local DSS Directory	hyde-county-department-of-social-services-energy	hyde-county-department-of-social-services-emergency
